user_id,question_id,question,theme
u-6UneKsvv8m-PzO7BEMzw7,q-p4qvmuINsd-sd8dSXgyNo,Having a free shuttle bus for 60+ for hospital and doctor appointments only.,Affordability
u-vcIz02sjoN-ZJGDaZ8M0Y,q-JSlyY91mkH-iaOr8le4rI,Can we have better subway service?,Reliability
u-7WM21cYGJB-ZDjGDVrIig,q-JVprzid6yi-15b1Fu7eFH,"Handicap ""drop off"" at 575 Boylston next to Hubway stop?",Access
u-LosHhWAqhL-pIlVASM5PW,q-nqlzHkGFmf-FnEVaWxmPu,Can we make the green line solar powered?,Innovation-Technology
u-3zEMYB0vKu-NAqbxL1fJ7,q-S97wADHjqE-SNeCsTq87t,Why doesn't the bus #22 run on schedule?,Reliability
u-21KQZXk7Gl-JsPwoao8zT,q-YeT5d9DVzm-RSEcgCRCcQ,How will I travel when I lose my license due to poor eye vision?,Access
u-atLxX21Njk-3cx4mkAJDe,q-cruD7TKHBq-3ZegELnBJP,Can wheelchairs be considered as a primary part of the plan - not separate or as an afterthought?,Access
u-uhAjZX0JSI-l2HSFsa9B3,q-obPiJE4n98-pWY9g5v8EB,"How are capital projects prioritized in Boston? (Are they by: number of people impacted, project costs, community needs, vocal residents, developer interests, etc.?)",Governance and Decision-Making
u-H6ChxTzV5G-NIyqPOYinr,q-MxzgQGwVUP-c8l7OFia67,Can we get these snow banks and bus stops cleared like the parade was?,Experiential Quality
u-WF5ctElGgJ-i4Gghpkkvz,q-Iqc8F0kAjw-3bzJyGzJrW,Will/does/should the Boston Redevelopment Authority talk to the Boston Transportation Department when revising master plans by neighborhood or site by site development? Traffic is too congested.,Governance and Decision-Making
u-tW6ernppCW-leEt362dO6,q-vxgB6SgHiK-6qVNnpJ7YP,"Will we have solar roads, that melt the snow, and light up?",Innovation-Technology
u-idYc1J1qUt-rlQxt0GoKX,q-FzOz77otxk-G7YDP9V0zH,Will there be more dedicated bus lanes so buses aren't blocked by heavy traffic?,Access
u-Rjc9yh6K6M-INLcRgy1xI,q-byntTPP5dc-i67YGwOq5F,How can we make the T more affordable?,Affordability
u-DKMIbDhCqS-RayCTlKQEU,q-txiVriVkaN-L4WTQSInTT,"When will north/south transportation on the T get easier?  For example, Jamaica Plain to Allston and crossing the river.  ",Access
u-Wy3DXo4nEN-iooBpgkNex,q-3gU7cNuavd-wZrAJO50gF,"In the next years budget, is there any plan to update old trains and buses to make sure we avoid delays for those who depend on the MBTA?",Reliability
u-0kmFGsW2mk-0sdNjIFFDL,q-dvTgztcSDb-yo3KIYd3BI,Will the City really listen to our ideas?,Governance and Decision-Making
u-UUsk7fxsFR-iZcoPhXcgW,q-A7wYoQp85q-slEMnfOo3p,When will all transportation modes be cheaper?,Affordability
u-GbIt3eI34D-UsUrfqsD5i,q-tvbC3ngjAo-lSXrKdHWiM,When will all people have good transportation service?,Equity
u-7ltG3BIH5R-BfsjODJx5P,q-KdG9NYCLBq-x6igK0MGRM,When will we finally have commuter rail trains that run on schedules like the T (or at least like buses) and let people actually get back and forth without waiting for hours in between?,Reliability
u-wWM1r9Jz56-MXCwtWiV6N,q-ZQAoLiGthd-S5eRYZLhOL,Will there be more bus routes available?,Access
u-V4kw2uN3lb-Y3yEeCYj74,q-YPRLUPDk04-CA5djRI5m2,How can we in good conscience dream up system/service expansions when funding for infrastructure and equipment maintenance is woefully inadequate?,Governance and Decision-Making
u-lwkgy1mo0W-7OFljrA7go,q-Tq3p1l04tP-2ohizWqDMo,Is it time that there are red lights and trains stop underground?,Safety
u-fbBoQbWzk7-HhCbMwZyYF,q-9272XRrLHA-Eo7TWRztYL,How would you stop traffic so people would be able to get where they need to be faster?,Safety
u-7Im9Cpd5Ov-4GsdGyv57d,q-rTRRxYwRm1-tny0Uw7SQV,What if every traffic signal was prioritized to allow for bicyclists to cruise thru at a steady 10mph? #goboston2030 @GoBoston2030,Access
u-Wio0ZarxKQ-KL7eaCchHK,q-oNqLY3VH7f-J99u9D1gPo,How can we address the overcrowding of trains like on the red line in the morning?,Reliability
u-j4cyC9pt7S-b3XoXH5isZ,q-eBTbsKcEMD-NTd5Y6QlIj,"Why can't the city green its streets?  When it rains, water ponds on the streets make it hard to cross streets.  Why can't the city capture the rain and let it seep into the ground by using porous paving, street trees with filters, and rain gardens?    ",Experiential Quality
u-DncweKTZic-b96j2elXTy,q-BzgKfpmSAy-Fl69qSMBIk,How will we change the culture of public transit?,Governance and Decision-Making
u-JIE5BmZWcR-2aMqghEolr,q-B9joqjSllo-b4UrVi7cnQ,What will Boston do to promote better walking infrastructure?,Access
u-RfkDqFbt1x-Ne3PZ03YvB,q-btWUUkhieR-nibQlKCnHm,Can I ride a bicycle from JP to Cambridge on a safe (separated from road) continuous bike path?,Access
u-QxJRUASJ6h-D61BQsivZU,q-sH9YRexnIY-fDdJX4Lm8J,When are the prices going back down?,Affordability
u-GhixWp6iQr-QPgm1qPrZK,q-Cwl3Vk16Mv-CjAdGiCq7G,"Will we minimize the need for cars, make it easier to bike, and have better access in all neighborhoods?",Access
u-HBQs9rx67x-8iSvtSZPwO,q-dbutER7j3h-Ki3Xw0ZX5y,What happened to the transit line that was to replace the elevated Orange Line?,Governance and Decision-Making
u-RWfdOMhOaZ-YFHPY7jpZx,q-qYz9gV8Civ-B7920Smq3N,Why don't they make new trains?,Innovation-Technology
u-I77sQovc4A-LUD5r1cJUQ,q-A4fXhEc4gq-EPnfTmLHZn,"What if the city spent as much time, money, and effort on snow removal of the MBTA and sidewalks as they do on snow removal on streets? ",Experiential Quality
u-aSezgXTk2Q-0OsqI7Zgqy,q-kPOPT6eZrG-jf2BUuUIR7,"With so many pedestrians, why aren't sidewalks shoveled in the winter?",Access
u-hrj1wmbDgY-aoquu1AYKL,q-ItLETlzYwV-RX6kbSVbzd,How can we reach vision zero on Boston's streets?,Safety
u-xGg3COyL3G-bdebx7gxf9,q-ADc4JIF8rN-I9C5zq4mcQ,What is going to be done in the future to prevent the snow from stopping the T?,Resiliency
u-PxeQjhA2l4-O0Lk14hQfY,q-bAfEwHjEo6-F7xXypKg9p,I want to know about the improvement plans for the subway,Governance and Decision-Making
u-WPaoH0ymC4-MXdmpGFQKh,q-eVlRfybuKb-QeHYtlT49f,"In 2030, will the T look like Snowpiercer? ",Innovation-Technology
u-JioJdOPBpE-pk7EmMq8Fc,q-tbuv4xHAcO-Q5jIoZplhx,What will be the normal speed limit?,Safety
u-wmi74WwDqn-CLQsjLSdsw,q-TGZP762Bg1-ySTZyYiHq9,Will there be any changes to make bike commuters more safe?,Safety
u-disA1F3dm6-VkzH4sSWe7,q-gBQThZOIol-uwRTM1YELK,Are we ever getting a Red Line-Blue Line connector?  I've been waiting my whole life.,Access
u-tcMbLxx2xa-dowwuoFKk6,q-uts0GXuTPo-0KX3NkRkM8,Why isn't there more late night service? Esp. on the #30 bus?,Reliability
u-9Nu2lspZjR-C821tc5bNQ,q-1w7abI91zA-KVEzqKwT96,Why is street parking free/subsidized? Why doesn't a resident parking permit cost $1000 per year?,Governance and Decision-Making
u-qZH5U69tYs-ngz45vXVCJ,q-WZk5lujlvP-TV0bWL3aLi,Will it be more accessible to know when your form of transportation will be arriving?,Innovation-Technology
u-peO6nORnJV-qZqovIsr4v,q-mR5CzDejqh-SZoCtbV5BC,Will there be more intra neighborhood public transportation?,Access
u-mwreScueBG-G7XkLAglei,q-iJYqVBrGh7-Z2PqJ92ZHr,Why is the fare increasing?,Affordability
u-2svqGPLY0L-i8TuEmIiZc,q-0N0FD5cYc4-jcT8fzAMat,How can we make buses better for handicap folk?,Access
u-i8jPKW5zIt-u5JoaVOZ1s,q-8e3sPi2jGE-80mVIlgQni,What can be done to provide better bus service by treating a bus with 50 commuters equal to 50 single occupant car commuters?,Reliability
u-32Bg8cU9Ya-h25knmSeU8,q-3nk2974GOJ-aIBqCsoC4d,Will the trolley return to Jamaica Plain?,Access
u-cmkXf1ljco-RFucQva81W,q-DeBGJtdg5I-muODqT7rs3,Why can' t the Charlie card with a Link pass on it finally be used on the commuter rail stops within the city of Boston or the Zone 1A stops?,Innovation-Technology
u-Pm0zNEcB2D-Sq6mzkZuHz,q-tpLwuKLdnO-FEvg36yZ4k,Why is the T not cheap?,Affordability
u-lwQRFpc9N9-OJlngcaqsU,q-0gd005s9mY-Ka7KDYp0NV,What if the transportation had central air systems?,Innovation-Technology
u-slXGG4lHNp-CaGZgzOgvJ,q-4zaJdyGnGR-tG7iB6kQYT,Is MBTA working towards a 24/7 model?,Reliability
u-3PLdYJQJnO-zfUAAI2rVp,q-fr5uiXpRaU-bqwcI7BjPd,"When will we have flying cars, flying shoes, hoverboards, and/or jetpacks?",Innovation-Technology
u-m4dXn1xmMy-vvV4nSOWYb,q-6pqYzzgJDh-RXgtbYcPWu,How invasive will the Olympics be on the MBTA?,Resiliency
u-Jjc62AD4jR-EMrgN4FCH0,q-NwHn2V5FeB-fMXvHecjWM,Will there ever be a T Station on the Braintree line between JFK/UMass and North Quincy?,Access
u-PUEMICBVhA-p67uQF0uu8,q-b38ZbDFh4p-YxJB3FZNzP,We have NO parking. Now we have NO trains. All this while Boston is scamming residents into paying hefty parking fees without providing a solution for the problem itself. Streets are not cleaned making people steal parking spots or fight over the few available ones. When are you going to stop ripping us off Walsh & Baker?,Access
u-V9SppXY2M8-IAOgqyKuio,q-3Vv3xV1Fzl-oPlMNPaxa7,Will bus stops being cleaned become a priority in future storms? I've been standing in the street waiting for buses... the parade route was clear though.,Safety
u-7KZ7cQNWC5-irALKjSfDm,q-oYzTc7SmLR-bPC09CMeSa,Where can I store my bike around T stations so I know it is safe from theft and weather?,Safety
u-xXK8bdl8jc-F4OXsvsfKn,q-DDisoYyx4I-x4QvKyENeH,Can we have more subway in Watertown and Newton?,Experiential Quality
u-7dNeGDQNuj-y8xcV6PvLo,q-d14Bfs8NnV-xKaIl2xhj3,"As long as I can still get around, I don't care.  Will I still be able to drive?",Access
u-RFicuChW9f-HcheGW8q8c,q-gctVgu6j4C-War7gkPrAn,Can we please have hovercraft technology by then?,Innovation-Technology
u-vxSgtlzQil-SiKwvQXIq4,q-dOyW1O3grs-AIlUGw49hP,What if there were one-way rentals for carshare?,Access
u-3apMUiSED1-trRpZZzRL8,q-Wla12ZUwds-hCRrSJjXVf,Invest in new technology. Really?,Innovation-Technology
u-8Yu92WRTKl-mvIsPhHwDU,q-MWxA5XHO93-KBvAKjdQrw,"At that time we're probably run out of oil.  No fuel, then all electronic cars, trains? etc.",Sustainability-Climate
u-VCRpz4pmve-uMykoj5Zxe,q-LMsR023CFs-beehuQDVZY,@GoBoston2030 why aren't we going solar!?____,Sustainability-Climate
u-6De9bUw71m-azbr7KWy3S,q-2lcnd50FmE-CmNrPwueVc,Why are there so many buses that only carry students from colleges and other educational institutions but don't provide access for high school students and elderly people?,Equity
u-FqFgPdFKFb-ulFGIe7r4p,q-IGraZBdWyb-Qyl1ZdOPdG,How will the youth be engaged in making transportation affordable for all?,Affordability
u-PGoxpTWBWL-wPLI8clCqR,q-MFEA36WZy7-Wr08vM1Nrr,We need more handicap accessible stops.,Access
u-2ep4qfigjb-SteafGljap,q-gPwHowiD03-Mr96qDTTIf,How can we make sure that clearing our sidewalks and crosswalks of snow is given the same importance as plowing our streets?,Experiential Quality
u-rj7pYPis5o-vDZmpXWVFN,q-zH2UI343m7-xeAVHf8n5m,Will we make the streets for people not cars?,Equity
u-agc8aGFAE8-Yd53H4vHmM,q-BSzuoZsbTD-Od5OMNXugH,Will there ever be a trolley/train service that is like a ring through all of the neighborhoods?,Access
u-a3EohJaF6A-yvxreIcoYh,q-NWtYjk3amp-Sly3iulTvj,Will the buses be larger?,Experiential Quality
u-0tEhfneKu7-9XJ3vUEXqY,q-XwphCVVoTo-VyJ7Pn7uMJ,Why aren't the unoccupied trains being fixed?,Experiential Quality
u-D1rDMRJZ4J-N3pEa0Gxze,q-mpIjx1YZaC-LRUh4TAspJ,Does the affordability of resident parking translate to too many people having cars that don't need them?,Affordability
u-oXlAqfRpCy-Y7R7CnIbYY,q-e9xmhMLP9p-LifdSFhe69,Will a new radial circuit be created to get from Cambridge to Fenway to Roxbury circumnavigating Boston to avoid having to travel in to get out?,Access
u-wmmLyhUxXb-HiMqLetIyl,q-Fdk7EJDIP6-q9Gd5JBnGR,How can we increase pedestrian connections to the parts of the city that are cut off by highways like 93 and the Mass Pike?,Access
u-29IPDbR5zR-BJZUysv3wf,q-Ei4pDRVb7n-5miU8qdYln,What if a bicyclist could commute without being hit by a car or bus or truck?,Safety
u-vnNxDlaWBH-vC6bfdgC5W,q-NbfZOFA9MJ-Ocv7bAcF0N,Can people fold up their SUV (shopping) carriages when on the bus?,Experiential Quality
u-DcBqZd2PSY-cf1z29PRsU,q-21ktXEZdEU-qu7LbGM0fN,"Will we still need street-side parking on major thoroughfares such as Massachusetts Avenue? What if the one bus were a bus rapid transit system? How can roads like Massachusetts Avenue be more efficient, safer, and equitable to all users? ",Sustainability-Climate
u-FRYCUEjtWj-pszGnVdYJi,q-WX2yw4yTic-H4ygWOlK6K,Why is the commuter rail more expensive than a regular T ride over the same distance?,Affordability
u-WZ4yiuJGvO-DXAnm0wOu0,q-WDia6UMLy2-oe6A38KeWy,Will the potholes on the streets in Boston finally be fixed?,Experiential Quality
u-vcIz02sjoN-ZJGDaZ8M0Y,q-rQlhEd1jee-5YMFjM5w9o,"Can Boston have more subway lines instead of buses?  How about connecting Watertown and Belmont to the red line?  How about a circle line (well, in Boston's case- semi-circle)?  How about connecting Medford, Milton, Newton,etc to the subway?",Access
u-QRuOVqCtMZ-weq1Id6UFx,q-PNLEFEbVDh-gbX73dlEwb,Will there be more stops on the Fairmont Line?,Access
u-iKT4ggPCTH-lNgj8akA9j,q-fRjZB4o39m-ikNx8aErhR,"Will the buses run 24/7 like in NYC, like they said?",Reliability
u-k0zlfXUC6O-bbCGjCkCYQ,q-m7WVEXOJed-KpLh4Hbbl2,Will there be congestion pricing?,Sustainability-Climate
u-Xbib5HkVJW-8d5hgKqGQy,q-wqi3EJZStd-l1hqexsMic,How many legs will I have to sell to catch a bus?,Affordability
u-mpt22PVfQN-VPJb9lq3RG,q-vHDgHbUOoP-jTioC9DOdC,Can there be lower fares?,Affordability
u-8izpmUFnnx-hHAqHl9OI7,q-eWan4jL2ph-ONbfFi2IQm,How do I find private transportation to get my kids to school in Somerville everyday?,Access
u-GePpXslYsW-hRbrk8WkWG,q-APCjIAmO5Z-lZpwLWCusp,Will transportation be around?,Resiliency
u-QzC48ZzSH5-D1zS1BMGef,q-8WdX4S67Jv-IxYQXoMXrj,Would it be possible to have anticipated times of arrival at bus stops similar to Muni in San Francisco? (and the T),Reliability
u-PTNsXEP862-BJFmNWjto6,q-Zb6cyiZ9EP-7UH28ca6YC,I would like to know how realistic are plans to connect the two branches of the Silver Line as well as a Commuter Rail link between North and South Stations?,Access
u-u8JMosmCDY-UReSx2c1FJ,q-M0JHxPKJXM-SbJFOfvus8,Why are the trains so old?,Experiential Quality
u-PzC7JK4tgo-fgI2Z2cIWh,q-JtIPzyKc0A-Yimw2x7eFI,Can we put protected cycle tracks on every bridge into Boston?,Access
u-eiuWW8RZ9V-CpUJnT4z7J,q-2n4IS8rcUQ-TOkA0OzAWd,"Transportation via bicycle is essential for a large part of the population. For many like myself, daily commute involves changing lanes through highly trafficked roads and complicated intersections. How can we prevent cars from mixing with automobiles in the future? Can we take a clue from new york's bike lanes, or learn more towards european roadways?",Access
u-eeztJ85h6h-thurBG5B7h,q-J6TNzOuw9C-jtKTpAFx4h,Is there a plan to link the blue and red line MBTA rapid transit lines?  A lot of people have to take three trains to get from Revere/East Boston into Cambridge/Somerville - a red/blue link would take care of a lot of the congestion in State St. station and prevent delays.,Access
u-dnosXhssMi-P0IrTsgUZr,q-2nyGENQtFN-rEAea2vOSv,How can we work together to resolve the debt issues plaguing the MBTA? What will it take to increase the system's revenue?,Governance and Decision-Making
u-kybWb1DF7B-qNfPenlapV,q-z8UR3YXYmB-ea1q8DEt4x,Reevaluate the Green Line T.,Innovation-Technology
u-0oF3RjCgkz-PRtVELqWQv,q-PEduWFNCOR-as6qlUXFQK,Can it be more accessible?,Access
u-gcSLinbZKw-URo29H2Buq,q-rRsyLishQV-MWnt9nfG2u,"If LaGuardia's new AirTrain proposal is built, Logan will be the only major airport on the East Coast without a rail link. Can Boston's business community and the city organize a P3 to develop a rail link to Logan?",Access
u-NvDPTRLsM0-KLtMJZ8H38,q-l5yRfy7ma3-eJINRRNx80,"Could more one way roads, like the new plan recently implemented in South Boston, ease traffic congestion, improve snow removal, and make streets safer for bikers and pedestrians?",Experiential Quality
u-374qsIexpB-bvufxWP4x1,q-dyH2YObyOB-BHLMF3Co2f,Will traffic get any better during winter commutes?,Reliability
u-OEPTeOB0SG-0qkZxGFfRt,q-MUJiC3dZKv-tMA2OKGC6e,Will the #40 bus ever run on time?,Reliability
u-yArS0t6xnW-LtMaDF2Np9,q-JmbTXC4MnU-bY94TbPRAx,"Don't you think it is kind of ridiculous that at certain times, we are waiting anywhere up to 30 minutes for a bus?",Reliability
u-09SYtWseKw-So3fXPI7to,q-LpUXFBMvFv-Zxz3IL7WSX,"Will the city do an assesment of the ""No Turn on Red"" signs through out the city? Some are unnecessary. ",Governance and Decision-Making
u-vDKw13a5dN-oy0DEBH5ts,q-bxR2p862gq-IIWhFt82OV,"How will the MBTA afford to upgrade the train and bus stock that are disintegrating underneath us, without increasing fares prohibitively?",Affordability
u-qeUhZ6E8Rd-u9lpIr6CxN,q-ecPjVCsECh-8vqEQyyWPi,Why isn't there a law that seniors have the right to a seat on the MBTA?,Equity
u-SbeqmqYcNf-UMGKOs5T2E,q-JhmmMkecJZ-2UDWbL1Ku7,Can we get giant trucks (18 wheelers) like snow blowers to move the snow quicker?,Experiential Quality
u-zdVzwLe7RI-S2gX1wOJbQ,q-FvLFpKdcXg-pmWb4vHIJq,"How can we make the T on time, especially the Blue Line?",Reliability
u-SWYyPY7RNA-RjnGpPRxtM,q-M2Q8R3l0hH-tlgiyaEmeI,"Although I am now a commuter, I lived in the city for 25 years.  Why doesn't the city ticket residents that don't shovel their sidewalks within a couple days of a storm?  Our family frequently had to walk in streets to get to school or work because sidewalks are impassible for most of winter.",Experiential Quality
u-QM2flcH2yt-S8WhMZNSpd,q-nfTryLVFcE-Ekw7snT0n1,Will I be able to transfer from the Fairmount line to the Red Line with just a Charlie Card?,Access
